"17-AAG","AEW541","AZD0530","AZD6244","Erlotinib","Irinotecan","L-685458","LBW242","Lapatinib","Nilotinib","Nutlin-3","PD-0325901","PD-0332991","PF2341066","PHA-665752","PLX4720","Paclitaxel","Panobinostat","RAF265","Sorafenib","TAE684","TKI258","Topotecan","ZD-6474"
1.9767,0.4082,0.0146,0.2204,0.218,NA,0.3786,0.0443,0.3515,0.3417,0.5263,0.5314,0.2033,0.02249,0.4254,0.121,6.0218,4.1707,0.5103,0.03069,0.1373,0.3131,3.4747,0.8993
4.2745,1.6448,0.8706,2.5031,0.1262,NA,0.3171,0.6438,0.195,NA,0.3467,2.6177,0.002948,0.7359,0.635,0.1876,5.9449,5.2349,1.5202,0.4051,1.4087,0.4683,2.7238,1.474
3.0737,0.8788,0.00713,0.04644,0.1718,NA,1.0459,1.5628,0.4909,0.577,0.573,0,0.7898,0.8942,0.4732,0.8706,6.7887,4.9712,NA,0.4783,1.1366,1.3379,4.3275,0.08253
1.4162,1.5338,2.1467,1.7254,0.4351,NA,0.03254,0.1773,0.717,0.08913,0.2647,1.5846,0.01805,0.3046,0.3157,0.5411,4.5754,4.1861,0.4918,0.1891,0.9959,0.7177,3.4388,2.0009
4.175,0.675,0,1.0537,0.2999,2.9952,0.3502,0.3965,0.306,0.3106,0.2795,1.1637,0.1348,0.498,0.002634,0.1812,6.7642,4.4865,1.7063,0.03211,0.873,1.0698,2.7835,0.4954
3.202,0.4693,0.06091,NA,0,NA,0.01935,NA,0.03182,0,0,0.6165,0.0986,0.005164,NA,0.482,5.9558,3.3784,0.4206,0.07522,0.07675,0.2032,1.2569,0.878
4.4812,0.8444,0.6394,2.2005,0.06025,3.213,0.2558,0.2353,0.302,0.5761,0.6938,3.2954,0.6835,0.9374,0.47,0.9622,6.6097,4.4547,1.7043,0.8653,1.6675,0.7962,3.5301,0.876
3.2136,1.2066,1.6957,2.7961,1.5385,2.1034,0.3091,0.1315,1.3016,0.479,0.6145,3.5574,0.5663,0.8308,0,0.228,6.095,4.9122,2.0185,0.1355,1.0425,1.3047,1.9966,1.5608
5.8391,0.9825,0.8065,1.1178,0.172,NA,0.217,0.5193,0.212,NA,0.2262,1.5961,NA,0.9346,0.7986,0.54,6.9914,4.7622,1.3954,0.1968,1.0404,0.6471,3.4621,1.2281
3.1359,1.8775,1.0333,0.6701,0.6156,5.2731,0.9611,0.8364,1.2147,1.0203,1.1439,0.4658,2.1229,1.1405,0.5896,0.2035,6.4498,5.8744,1.9536,1.1083,2.4255,1.8524,5.2886,0.9664
4.3543,2.1877,1.0985,1.6626,0.3784,3.78,0.02406,0.3585,0.7505,0.2699,0.6725,3.0522,0.5327,1.2498,0.1706,0.02544,6.9774,4.9117,0.9746,0.6547,2.9431,2.3504,4.3472,1.3419
4.2034,1.0211,3.5666,1.6026,1.6683,3.1885,0.4634,1.7115,1.889,0.7336,1.0192,2.4741,1.7181,0.8884,1.0759,0.3804,6.3166,4.7139,1.4049,0.9329,2.2436,2.1163,2.83,2.5269
4.0161,0.329,0,2.5274,0.05907,1.1385,0.1654,0.1933,0.1602,0.2469,0.7626,4.4939,1.0254,0.3367,0.2618,2.1201,3.8473,4.0976,1.518,0,0.3535,0.7289,1.22,1.3958
2.9737,1.8071,1.2774,0.2236,0.2072,3.7048,0.4832,0.3765,0.5612,1.0258,0.2842,0.104,0.1887,0.8489,0,0.2537,6.0694,4.3266,1.8359,0.4878,1.6125,1.49,3.5564,0.6431
2.6699,0.6521,0.04244,0.5487,0.1555,3.3657,0.024,0.3379,0.2793,0.5386,0.5119,0.9161,0.02076,0.8519,0.2232,0.1305,6.4903,4.3195,0.5404,0.539,0.6623,1.0095,3.162,0.1834
3.4438,1.0551,1.6172,1.7235,2.0435,2.5283,0.07285,1.2494,1.7113,0.196,0.272,2.4202,0.6056,0.3951,0.1211,0.2984,6.5622,4.1539,1.258,0.6011,1.2242,1.5668,2.157,1.8441
4.46,NA,1.1035,0.494,NA,NA,0.1254,1.593,1.1151,NA,0.5353,1.3214,0.5614,0.3788,0.7471,0.3717,6.8063,NA,1.4881,0.3316,0.9235,0.5498,3.3078,2.5074
4.7346,1.2564,1.3741,1.6772,2.1038,NA,0.2541,1.1435,1.1401,NA,0.1992,2.6857,NA,0.4683,1.1941,0.2032,5.2099,5.3576,1.5306,0.2901,0.4782,0.7652,2.3581,2.7298
2.7719,0.9526,0.5959,0.2737,0.07066,3.7926,0.05543,0.2755,0.3474,0.5877,0.08125,1.0433,0.4761,0.4382,0,0.2292,4.6195,4.1631,1.8753,0.5917,1.3627,1.4397,4.3635,0.5404
3.2674,0.9258,0.4257,0.466,0.1438,2.844,0.05788,0.2531,0.4123,0.2989,0.2025,0.6552,0.1626,0.8342,0.4697,0.2133,4.5241,3.2886,1.337,0.2399,1.0372,0.9636,3.0484,0.1916
2.8494,0.4969,0.4559,0.04748,0.1529,1.4957,0.02568,0.8402,0.2517,0.4446,0.129,0.2473,0,0.2376,0.0805,0.1525,5.5243,3.9183,1.0873,0.6857,0.6445,0.3967,1.5113,0.07919
3.0618,0.1697,0.2412,0.2575,0.2221,1.4702,0.1699,0.4285,0.2586,0.2396,0.252,0.6498,0,0.604,0,0.1171,3.8193,4.1427,0.4491,0.04803,0.5531,0.576,0.7999,0.4023
4.1762,2.8203,3.1197,6.4934,1.9143,5.4087,2.5181,1.1165,1.3094,2.294,2.9584,7.3807,2.9168,1.9859,1.5314,5.2178,7.4525,6.2273,3.8609,2.421,3.3125,2.4769,5.3778,1.5623
2.3687,2.8915,1.0497,1.7358,0.1907,4.8066,1.2502,0.6322,0.5922,1.172,0.8092,3.3683,1.6616,1.0319,0.4474,0.1373,5.5779,4.7345,2.1238,1.1921,2.6995,1.5244,4.5036,1.3277
3.2033,1.5288,1.3996,0.833,0.4775,NA,0.2222,0.6123,0.3625,NA,1.339,1.746,0.6593,0.6386,0.5401,0,5.3659,4.1913,1.1671,0.9267,1.2566,0.5718,3.5615,0.984
3.3439,0.7471,0.4847,0,0.6481,4.3951,0.04103,0.2658,2.9047,0.3601,0.0506,0.04932,0,0,0.2668,0.19,5.046,5.2138,1.4072,0.7789,0.0109,0.396,4.2169,0.6819
3.9465,1.1108,1.7353,2.6927,0.7601,NA,1.0297,0.466,1.0674,1.199,0.5605,3.5121,0.16,0.8491,0.2464,0.4569,2.6585,3.4435,1.0695,0.448,2.2025,0.7474,2.2109,1.6106
2.7715,1.9883,1.0395,0.7745,0.8541,5.3432,0.9015,0.3386,0.3363,0.6998,0.21,0,0.5761,1.0904,0.1814,1.0572,6.7784,5.2424,2.7301,0.5736,2.3471,1.6445,5.0616,1.3934
1.9799,0.8338,0,1.2855,0.3647,1.9584,0,0.3588,0.1027,0.1774,0.8066,1.683,0.3311,0.3791,0.005834,0.4923,4.968,3.5627,2.3493,0.3457,0.4886,1.1864,1.9181,0.2105
3.9869,1.8429,1.0581,1.6815,1.0627,NA,NA,2.3205,0.9194,NA,1.5613,2.158,NA,1.9054,1.4862,0.7352,5.2374,4.5119,NA,0.3121,1.7813,1.636,3.7843,1.4378
4.1513,1.1,1.7584,1.4771,0.5373,2.8009,0.1226,1.6585,0.7137,0.2903,0.7127,2.4447,0.8757,0.7572,1.0882,0.5841,4.591,4.0676,2.0361,0.02507,1.8224,1.5633,3.1782,1.5185
3.5284,1.1943,0.514,2.0305,0.1272,2.8192,0,0.795,0.3248,0.5484,0.3876,2.8012,0.1802,0.3011,0.2063,1.0325,3.0234,3.9406,1.1696,0.06075,1.0744,0.339,1.972,0.8517
1.6956,0.4842,0,3.251,0,1.6605,0,0.01642,0.027,0.2941,0.04694,4.6005,0.01621,0.1049,0.23,0.0465,3.9556,3.2337,1.63,0.4895,0.267,0.1669,1.2816,0.1765
2.3166,0.9608,0.3513,0.8945,0.1344,1.848,0.3232,0.9024,0.5777,0.5639,0.4347,0.6448,0.002502,0.8366,0.3766,0.4061,4.1256,4.2725,0.9376,0.09934,1.0295,0.6211,1.2612,1.5222
1.6628,1.3453,0.2502,2.9562,0.4067,3.1361,0.07814,1.3178,0.03464,0.4471,0.9531,4.2166,0.3079,0.273,0.2392,2.0478,4.9196,4.3233,3.0013,0.9226,0.8215,0.6991,2.5007,0.2841
4.0054,1.921,2.5709,0.8823,2.3791,NA,NA,2.5655,2.0259,NA,1.4989,2.3037,NA,1.3051,1.9638,1.0515,4.9906,4.3314,NA,0.5808,2.4285,1.6466,3.7728,2.0888
3.3913,1.0993,1.6679,1.3523,1.4542,1.9241,0.1733,0.5493,1.2505,0.5101,0.1509,2.1132,0.5401,0.6414,0.6933,0.3525,6.3364,4.3589,2.9091,0.9437,0.92,1.0196,2.4981,1.3733
2.5368,1.1907,0.3985,3.1582,0.03266,NA,0.4597,0.5947,0.08355,NA,0.3259,3.5526,0.8092,1.1172,0.09334,0.07928,5.2472,5.2683,NA,0.3163,1.356,0.2845,3.1954,0.9418
2.2439,1.5323,0.4317,1.5398,0.2446,3.6462,0.7336,0.2685,0.1607,0.5456,0.4808,2.5482,2.048,0.9918,0.1546,0.0524,5.9311,5.538,0.6933,0.3857,2.2338,0.7715,4.1463,0.7462
2.942,1.9651,1.5357,0.7211,0.04943,NA,0.7382,0.7765,0.1598,NA,0.2146,0.2465,0.8865,1.2322,0.4223,0.1446,5.864,5.6735,0.6303,0.154,1.5215,0.986,3.8043,1.1118
2.6195,2.0128,1.3394,1.8228,0.4157,NA,1.0696,0.6466,0.3646,NA,0.4112,1.9218,NA,0.4837,0.7685,0.2167,3.4138,4.3873,1.5365,0.5742,2.8196,0.7739,1.3133,1.5356
3.3319,2.7443,1.0388,0.5364,0.5904,NA,0.2392,0.9145,0.5023,1.0504,1.3029,1.1063,1.0097,1.827,0.5025,0.8964,4.8643,5.1937,1.9759,1.011,3.3946,1.2916,2.8988,1.1326
2.3103,0.5344,1.1181,0.334,0.6147,2.4994,0,2.6683,0.8272,0.1564,0.5764,0.519,0.06216,0.02451,0.1467,0.3349,5.0501,3.3944,1.9759,0.4214,0.7187,0.7958,2.0795,0.9297
3.6265,0.497,1.0556,1.1646,0.7714,2.0173,0.8261,0.4892,0.5455,0.3269,0.4692,1.1151,0.1502,0.2154,0.6993,0.2797,5.7321,3.9169,2.4101,0.4755,0.5714,0.8186,2.5829,1.8526
5.2263,0.8653,0.4442,0.4836,0.4495,NA,0.8722,0.4422,1.2279,1.2124,0.211,1.0717,0.7249,1.1576,0.5331,0.6333,7.5435,4.804,2.3484,1.1606,3.0305,2.867,3.5655,2.4009
2.0055,0.6863,0.943,1.7,0.9051,NA,0.1374,0.2302,0.1451,0.2845,0.2442,1.3371,0.4209,0.2485,1.2067,0.3584,4.6237,4.3852,0.837,0.04995,1.0013,0.3053,1.3273,0.9908
4.5573,0.9688,0.6094,1.9704,0.3576,NA,0.3243,0.1107,0.4886,0.566,1.27,3.7711,1.044,0.826,0,0.1584,4.8994,4.0105,1.8226,0.8939,1.4561,1.0972,3.6574,0.3717
3.05,1.0149,1.0306,0.4998,0.8118,NA,0.4401,0.8547,0.8222,NA,0.9645,0.8845,NA,0.8758,1.5203,1.2764,4.7368,3.7306,NA,0.7339,0.8824,0.3967,1.0026,0.6723
2.5308,0.5915,0.6213,1.4041,0.01824,NA,1.342,1.5732,0.2801,NA,0.8702,2.4054,NA,0.9383,0.5687,0.7115,6.988,4.3922,1.397,0.7151,1.9352,1.0815,3.618,0.7031
2.0606,0.1276,0.04521,0.3714,0,NA,0.5282,0.7057,0.2067,0.08987,0.1352,0.3718,0.5886,0.4193,0.8206,0.1018,4.9445,3.1265,0.6721,0.06403,0.2347,0.3549,0.8919,0.2162
1.5499,0.8843,0.6314,0.2108,0.3379,1.6665,0,0.4588,0.1797,0.278,0.4246,0.7212,0,0.2711,0.05912,0.3743,1.808,3.3569,0.8266,0.5036,0.3874,0.2176,1.3044,1.1332
3.9646,1.4655,0.6638,0.9279,0.6863,NA,0.4492,2.3149,0.8682,NA,0.8932,0.9657,NA,0.7115,1.0051,0.6943,5,3.7899,1.972,1.0406,0.914,1.0832,2.5168,0.6495
2.7511,0.8231,1.326,1.3236,0.4618,NA,0,1.2177,0.2618,0.1011,0.542,1.8779,0.4366,0.5398,0.3268,0.05934,3.9497,3.2683,0.8695,0.6656,1.3696,0.272,2.2119,0.8732
4.1275,1.0544,1.9154,0.9389,0.9531,NA,0.4788,3.2487,0.6781,NA,0.06167,1.1333,NA,0.06157,1.4825,0.5213,4.5905,4.9539,NA,0.6838,0.7909,1.0249,2.0749,2.2652
2.4711,0.7582,0.3333,0.616,0.1866,NA,0.01013,0.9071,0.09048,NA,0.148,0.7627,0,0.2915,0.2854,0.2061,4.1376,3.8365,1.1501,0.2178,0.2885,0.1613,3.0704,0.5285
3.8928,1.0192,0.4912,0.4243,0.06596,3.1957,1.2785,0.186,0.7992,0.3176,0.0689,1.8426,1.3344,0.8983,0.06698,0,7.2354,5.3984,0.838,0.01542,1.2132,1.3126,4.0743,1.9595
3.7258,1.7337,3.6068,1.7324,1.0076,4.9707,1.3882,1.8018,1.2882,1.4978,1.9194,0.6981,2.4962,2.013,2.5702,1.988,6.9533,5.8489,1.5231,1.8441,2.3917,1.9076,5.315,2.2708
2.238,1.1025,1.7767,0.5246,0.3886,4.2453,3.2609,1.2349,1.4096,1.2999,0.2678,0.8526,1.8035,1.2027,2.0272,1.3646,7.4814,6.1489,1.4077,0.8653,1.2094,1.5187,4.0341,1.5809
4.1173,1.6451,1.196,1.5696,0.689,5.546,1.2041,1.3083,0.9553,1.3969,0.7898,1.5111,2.4264,1.3599,1.3604,1.6986,6.7813,6.3157,1.7772,1.6194,1.7707,1.2434,5.4439,1.6841
2.3478,0.9113,1.011,2.0782,0.9399,3.4227,0.05559,0.2473,0.1841,0.05218,0.2685,3.014,0.3509,0.2423,0.2108,0.2664,3.2842,3.1656,1.8839,0.6344,0.9789,0.9148,3.5594,0.7193
4.1261,0.1908,0,1.0256,0,5.0054,0.3893,3.1432,0,0.1514,0.312,1.5185,0.7352,1.7536,0.5715,0.1102,7.6077,5.489,0.5358,0.04683,4.0199,0.08662,4.3541,0.3674
2.5547,0.8588,0.5452,0.02767,0.3717,NA,0.01857,0.5272,0.2321,0.6136,0.4434,0.4635,0.4662,0.2455,0.1771,0.3396,5.2309,4.1072,0.2498,0.05822,0.6526,0.1683,4.3655,1.0916
2.8038,0.09182,0.2863,0,0.1109,NA,0.3489,0.02371,0.7047,0.6276,0,0.03729,0.1536,0.2437,0.03335,0.4742,4.9997,2.9392,1.2931,0.0797,0.5267,0.8459,0.777,0.2384
2.6201,1.2973,1.3076,1.669,0.08464,3.0324,0.07391,1.2443,0.1266,0.6314,0.7121,2.2362,0.2713,0.7189,0.8502,0.5061,4.1891,3.5354,1.3744,0.3072,0.818,0.1423,3.209,0.9662
3.1215,0.7213,0.5077,0.9301,0.1981,2.646,0.02045,0.3225,0.3409,0.149,0.5273,1.3756,0.4901,0.6467,0.2262,0.414,5.3868,4.4823,1.5052,0.3081,1.8519,0.8432,2.2859,0.6321
4.141,1.4761,2.5102,2.4436,0.3159,NA,0.349,0.4361,0.9209,NA,0.3706,3.5422,0.4307,0.5491,0.7279,1.6968,5.1654,4.3976,1.7389,0.8551,1.3905,0.653,3.6728,1.4917
2.0416,1.3222,0.6893,0.9396,0.3446,NA,0.2926,0.517,0.3101,NA,0.4564,1.3967,NA,0.6794,0.4133,0.4281,3.8372,3.9544,NA,0.3386,1.4503,1.0356,4.6127,0.5897
3.9558,1.0457,1.3081,1.5884,0.5871,NA,0.02302,0.1944,0.8197,0.7679,1.2615,2.9671,0.3129,1.0859,0.06233,0.6876,4.7138,3.6605,1.7576,0.06581,1.7119,0.8337,4.2077,0.6381
4.3652,1.9928,1.1138,2.9688,1.0355,2.8655,0.2892,1.6262,1.8469,0.2939,0.2976,4.8714,1.0767,0.9122,0.2497,0.1555,5.8697,5.1316,0.7067,0.003239,2.2255,0.6138,4.7006,1.5593
2.2298,1.4152,0.1153,2.2851,0.2869,2.3517,0.0563,0.07069,0.2645,0.09498,0.6109,3.2477,0.1182,0.3502,0,0.08871,3.6134,3.7592,1.3007,0.3728,0.995,0.9111,2.9514,0.5891
5.8824,2.1955,1.6492,4.7855,2.558,4.33,0.9012,0.4682,2.7696,0.3872,1.0407,5.322,1.7552,0.8926,0.131,0,6.6415,4.6508,1.1192,0.5355,3.1949,1.5286,4.0017,2.9371
4.6507,0.4121,1.5267,0.3181,0.3561,3.4352,0,0.8646,0.219,1.0923,0.9223,1.3252,0.2898,0.4107,0.1384,0.632,5.6305,4.3588,1.8535,1.8088,1.35,2.145,3.4254,2.0944
4.962,1.4577,0.09312,3.5274,0,3.6838,0,0.06866,0,0.1627,0.4372,4.7172,0.7942,1.122,0,0.09719,6.0438,4.822,1.2912,0.4125,1.9704,1.0755,3.5414,1.2619
2.995,1.1134,0.23,1.8812,0.9057,2.3722,0.001849,0.9118,0.6584,0.2467,0.7854,2.6984,0.2847,0.3069,0.3776,0.1303,5.5322,3.3299,0.5686,0.1231,1.36,1.1861,1.975,0.5018
2.5565,0.3003,0.3648,0.3037,0.1385,NA,0.03436,0.5001,0.4217,0.3543,0.3107,1.1128,0.4161,0.5228,0.09265,0.01962,4.5352,1.8786,0.6137,0.4596,0.4458,0.464,1.0695,0.2478
3.6966,0.7722,1.5531,1.535,0.8934,4.5191,0.424,0.6445,0.416,0.1709,0.8099,2.6029,0.5323,0.9083,0.4776,0.9257,5.7734,4.441,2.9719,0.5063,1.8013,1.8003,3.6724,1.8852
4.9033,0.181,0.03668,1.1293,0.3811,1.4788,0,1.1762,0.54,0.0999,0.2688,2.1718,0.2516,0.2702,0.3635,0.1352,4.1385,3.879,1.5229,0,0.07138,0.4728,0.8203,1.3912
1.4674,0.924,0.5592,0.6917,0.1791,NA,0.4164,0.9794,0.5727,0.5094,0.4176,0.004786,0.5315,0.3487,0.3123,0.04939,3.3375,4.3607,1.4747,0.427,0.3381,0.4691,1.9885,0.3955
2.5327,1.1858,1.0293,1.568,1.0015,2.2281,0.5854,0.3676,0.2998,0.7187,1.0549,2.1085,0.8757,0.8613,0.4742,0.5119,4.1065,3.9686,0.8543,0.614,2.3855,0.007705,1.1731,1.563
2.537,1.137,1.4143,0.8136,0.5313,0.8403,0.02585,0.2173,0.3194,0.4823,0.5323,0.8449,0.4777,0.238,0.05954,0.6113,4.9955,2.8925,1.4113,1.0637,1.2075,1.8327,1.2564,1.1189
1.9739,0.425,0.02867,0.01673,0,3.5768,0,0.1439,0,0,0.05201,0,0,0.6631,0,0.04168,6.8648,4.6377,0.2494,0.007735,0.5449,0.8521,3.7927,0.3741
4.4105,0.1999,0.08578,0,0.06454,2.4115,0,0.2682,0,0.3292,0,0.1675,0.168,0.1913,0.5486,0.1503,5.7387,4.3885,0.7076,0.01622,0.9076,0.6665,2.2101,0.1873
3.3987,1.7103,1.9288,0.3205,2.0088,NA,NA,0.7138,2.2305,NA,1.2078,1.4826,NA,0.9517,0.7925,NA,7.3115,3.5976,NA,0.5301,1.9404,1.6287,4.7553,NA
4.0282,1.4669,2.4415,2.7173,1.677,NA,1.6058,1.8206,1.4963,NA,0.8088,2.8683,NA,0.429,1.7902,1.5586,6.4203,4.4379,NA,0.4139,0.8225,1.5784,3.6344,2.5189
3.9523,0.8829,1.0441,1.114,0.8417,NA,0.08494,0.533,0.7076,NA,0.4281,1.0105,NA,0.4085,0.6178,0.3786,4.1517,5.0321,NA,0.2454,1.3627,0.7009,2.8467,0.756
3.0955,0.4191,0.5912,0.6396,0.23,NA,0,0.7896,0.486,NA,0.3958,0.753,NA,0.2186,0.3795,0.06209,5.4258,3.463,NA,0.2589,0.2672,0.4487,3.692,0.6572
5.1812,1.4793,2.941,2.5837,1.7201,4.4324,0.2427,1.0236,3.4461,1.5507,1.4265,2.7097,1.6558,1.7104,0.9109,0.03409,6.7285,5.0969,2.4682,0.9072,2.1155,1.1019,4.4021,2.4806
4.2666,1.0772,1.9496,0.8854,0.9259,3.8206,0.7058,0.4993,1.265,0.6286,0.4344,0.9762,0.0816,0.3303,0.1003,0.4148,6.6468,4.0263,1.3055,0.6806,1.8908,0.8313,4.0447,1.2997
3.0622,1.0587,1.3929,0.6637,0.08303,2.7288,0.5282,0.9819,0.6323,0.8952,0.8192,0.3764,0.7225,0.6441,0.5715,0.8197,4.0307,3.5077,0.67,0,1.8601,0.4795,2.0667,1.2521
1.2479,0.6413,0.002277,0.05558,0.01286,NA,0,0.02943,0.02839,0,0,0.283,0.3478,0.03364,0.01955,0,2.3948,4.2588,0.09724,0.02052,0,0.09438,4.0031,0.2589
2.6725,0.4272,1.8421,0.09705,0.8777,3.8142,0.2808,0.1064,0.4868,0.4922,0.6416,0.8026,0.7611,0.6993,0.3554,0.05898,6.2674,4.3584,1.6093,0.9695,1.4665,1.1542,3.9431,1.1847
3.9631,0.4566,1.6485,1.2785,0.8857,2.6233,0.2344,0.9197,0.5477,0.1506,0.3815,1.3425,0.1943,0.415,0.3605,0.6667,5.0367,3.7608,3.3561,1.0759,1.3244,1.7314,2.732,0.9598
3.9975,1.7747,1.3733,3.1457,0.8222,3.5752,0.7502,2.0894,0.4612,0.8678,0.2607,4.2844,1.3716,0.6655,0.1429,0.1878,6.6567,4.9275,3.237,0.5484,2.1649,1.4124,3.3499,0.7074
3.7232,1.0867,0.8178,0.6276,0.2076,3.7963,0.1057,1.2606,0.5639,0.1484,0,1.6836,0.4732,0.7577,0.08034,0.1161,5.115,4.6765,1.3677,0.5322,1.0603,0.6974,3.4346,1.2291
3.4405,0.5336,0.1566,0.1341,0.05681,3.0109,0.03038,0.8719,0.04566,0.04546,0.2094,0.3997,0.3849,0.4299,0,0.09208,4.7636,4.1269,1.1127,0.2384,1.1033,0.712,2.8569,0.8528
4.6678,1.5148,1.3457,1.2003,0.4888,2.6425,1.163,0.3309,0.7341,0.6846,1.0122,1.683,0.3956,1.0034,0.2498,0.6723,5.1548,5.1185,1.249,0.5541,1.324,0.8411,2.6347,2.1597
3.4931,0.3154,0.03487,0.4738,0.07387,1.4987,0.002326,0.2053,0.5471,0.2714,0.4944,1.3091,0.6737,0.8907,0.443,0.02147,4.303,3.4181,1.4162,0.2031,0.5188,0.477,1.6427,0.2363
4.6603,0.8519,0.5793,1.1403,0.5495,3.6217,1.3464,0.2883,0.3857,0.5501,0.2506,1.5143,1.0682,0.5069,0.7796,0.3454,7.4369,5.0159,1.2268,0.7181,0.5798,0.7747,3.5634,0.8458
2.2128,0.5798,0.3102,2.9813,0,NA,0.1982,0.2906,0.01452,NA,0.4674,4.2295,NA,0.1327,0.2647,2.0796,3.6187,4.057,1.2821,0.3558,0.4377,0.3173,2.1144,0.9322
4.5286,0.868,1.0493,3.9363,0.6873,NA,NA,0.913,0.565,NA,1.1217,4.916,NA,0.7375,0.8429,3.0249,5.3255,4.6762,2.0133,0.398,1.354,0.7377,3.8193,0.6134
3.1346,0.3992,0.6199,0.9361,0.4433,1.7327,0.06187,0.1302,1.3183,0.7207,0.3032,1.0812,0.3588,0.05788,0.1242,0,4.0004,3.7262,0.7273,0.2783,0.6884,0.008233,1.3378,0.8307
3.2913,0.065,0.706,0.5331,0,2.6212,0,0.5511,0,0.1194,0.2972,0.9588,0.3181,0.1958,0.1439,0.2678,5.4626,3.3849,0.4746,0.2574,0.2892,0.3319,2.4369,0.9404
0.4375,2.4276,1.4463,0.03365,0.194,2.9569,0.1883,1.3674,1.3765,0.8637,0.1633,0,0.09552,1.7715,0.8209,0.01988,1.0722,5.963,0.4277,0.9115,1.284,0.9487,0.233,1.8442
2.3024,1.31,1.8178,1.3659,0.9017,1.3083,0.7546,0.3024,0.532,0.0939,0.3594,1.8358,0.6809,0.6149,0.1233,0.4771,3.9578,3.8161,1.7293,0.8126,1.457,1.1723,2.0667,1.3906
3.7538,0.1716,0.04944,1.5979,0.1035,NA,0.255,1.8514,0.1087,NA,0.1188,2.0602,NA,0,0.3838,0.691,3.5617,3.3891,0.5653,0.3239,0.07927,0.2933,0.8829,0.8184
3.7607,0.7741,1.2506,2.9523,0.6819,2.4335,0.3853,0.8199,0.394,0.9846,1.0335,3.8317,1.0667,0.3513,0.6148,1.9707,4.8909,3.5298,2.7048,1.0246,1.0123,1.1025,3.0344,0.9963
5.5988,0.408,0,3.4457,0.08816,NA,0.1337,0.1912,0.1532,NA,0.7351,4.8727,NA,0.6252,0.1215,1.5993,4.0908,4.9417,1.965,0.1223,0.4785,0.6291,3.3541,1.2894
5.6352,1.2364,0.8811,2.07,0.07185,4.4759,0.7809,1.8878,0.6875,0.708,0.862,3.0477,1.4922,0.6696,0.8487,1.3967,5.6275,4.05,2.3233,0.1739,0.9968,1.1986,3.6274,1.3319
4.5972,1.6441,0.5142,4.1904,0.242,3.6776,0.2364,0.1151,0.1094,0.6898,0.6133,6.2069,0.5886,0.5136,0.1746,3.4382,5.0682,4.2388,2.9728,0.7236,0.6657,1.1354,2.8429,0.7113
3.9403,2.3048,2.4621,4.8064,0.981,2.4694,0.6315,1.3679,2.28,1.9258,1.6994,6.3027,3.2376,1.5978,1.3292,3.138,5.6824,4.4884,3.6745,1.4692,3.2014,1.7524,2.8592,2.2778
2.8308,0.5376,1.6499,0.8278,0.07841,1.8817,0.5167,0.5146,0,0.4998,0.1102,0.8524,0.672,0.5306,0.0179,0.241,5.5701,4.1169,NA,0.2007,0.7847,0.6228,1.3881,0.4073
4.4719,1.2285,1.1688,0.7315,1.1717,NA,0.8005,1.0596,0.4156,NA,1.013,1.5942,NA,0.5818,1.1176,0.5641,4.4743,4.6473,0.5897,0.8454,0.6762,0.8432,3.5125,1.1891
2.3161,0.1118,0,0.04301,0.03998,1.6931,0,0.2425,3.0902,0.3953,0.08222,0,0.06974,0.04209,0.2342,0.02117,2.1929,4.2563,1.5955,0.7984,0.3207,1.1268,0.02054,0.4616
2.8089,1.6792,0.6744,0.3814,0.2241,2.7471,0.6825,0.3027,0.8415,0.881,0.1827,0.6933,0.8982,0.7483,0.3406,0.2444,4.7665,3.9046,1.9941,1.0101,1.6411,1.28,2.4799,1.4304
2.0498,0.5949,0.6355,0.1949,0.258,NA,0.2596,0.3845,0,0.1649,0.01026,0.9822,0,0.2841,0,0.1145,3.7749,3.29,1.4015,0.09018,1.1179,0.4967,1.1671,0.7451
3.4983,0.394,0.4455,0.4868,0.3731,3.2084,0,0.3257,0.4652,0.1259,0.3219,0.4013,0.2306,0.164,0.04508,0.1927,6.3818,3.9949,1.2236,0.1094,0.01591,0.5697,3.3175,1.3101
